InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536544,21189,WHITE HONEYCOMB PAPER GARLAND ,4,2010-12-01 14:32:00,3.36,0.0,United Kingdom
536544,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,6,2010-12-01 14:32:00,4.21,0.0,United Kingdom
536544,21195,PINK  HONEYCOMB PAPER BALL ,5,2010-12-01 14:32:00,4.21,0.0,United Kingdom
536544,21207,SKULL AND CROSSBONES  GARLAND ,2,2010-12-01 14:32:00,3.36,0.0,United Kingdom
536544,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2010-12-01 14:32:00,11.02,0.0,United Kingdom
536544,21217,RED RETROSPOT ROUND CAKE TINS,1,2010-12-01 14:32:00,21.23,0.0,United Kingdom
536544,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-12-01 14:32:00,2.51,0.0,United Kingdom
536544,21238,RED RETROSPOT CUP,4,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21249,WOODLAND  HEIGHT CHART STICKERS ,1,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,2,2010-12-01 14:32:00,7.62,0.0,United Kingdom
536544,21313,GLASS HEART T-LIGHT HOLDER ,2,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21349,IVY HEART WREATH,1,2010-12-01 14:32:00,13.57,0.0,United Kingdom
536544,21352,EUCALYPTUS & PINECONE  WREATH,2,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21354,TOAST ITS - BEST MUM,1,2010-12-01 14:32:00,2.51,0.0,United Kingdom
536544,21365,MIRRORED WALL ART STARS,1,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21366,MIRRORED WALL ART PHOTO FRAMES,1,2010-12-01 14:32:00,8.47,0.0,United Kingdom
536544,21369,MIRRORED WALL ART SPLODGES,1,2010-12-01 14:32:00,7.62,0.0,United Kingdom
536544,21372,MIRRORED WALL ART TABLE LAMP,1,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21385,IVORY HANGING DECORATION  HEART,2,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21407,BROWN CHECK CAT DOORSTOP ,2,2010-12-01 14:32:00,8.47,0.0,United Kingdom
536544,21408,SPOTTY PINK DUCK DOORSTOP,1,2010-12-01 14:32:00,8.47,0.0,United Kingdom
536544,21507,"ELEPHANT, BIRTHDAY CARD, ",1,2010-12-01 14:32:00,0.85,0.0,United Kingdom
536544,21563,RED HEART SHAPE LOVE BUCKET ,2,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21564,PINK  HEART SHAPE LOVE BUCKET ,2,2010-12-01 14:32:00,5.91,0.0,United Kingdom
536544,21634,ASSORTED MINI MADRAS NOTEBOOK,1,2010-12-01 14:32:00,2.51,0.0,United Kingdom
536544,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21679,SKULLS  STICKERS,3,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21703,BAG 125g SWIRLY MARBLES,1,2010-12-01 14:32:00,0.85,0.0,United Kingdom
536544,21704,BAG 250g SWIRLY MARBLES,1,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21721,CANDY SHOP  STICKER SHEET,1,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21722,SWEET PUDDING STICKER SHEET,1,2010-12-01 14:32:00,1.66,0.0,United Kingdom
536544,21758,VINTAGE SHELLS PRINT,1,2010-12-01 14:32:00,12.72,0.0,United Kingdom
C536548,22892,SET OF SALT AND PEPPER TOADSTOOLS,-7,2010-12-01 14:33:00,1.25,12472.0,Germany
C536548,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-2,2010-12-01 14:33:00,0.85,12472.0,Germany
C536548,20957,PORCELAIN HANGING BELL SMALL,-1,2010-12-01 14:33:00,1.45,12472.0,Germany
536551,79144B,PAINTED LIGHTBULB STAR+ MOON,2,2010-12-01 14:34:00,0.42,17346.0,United Kingdom
536551,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,2010-12-01 14:34:00,1.25,17346.0,United Kingdom
536551,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-12-01 14:34:00,0.42,17346.0,United Kingdom
536555,20697,LITTLE GREEN MONSTER SOFT TOY,1,2010-12-01 14:37:00,2.55,0.0,United Kingdom
536556,22599,CHRISTMAS MUSICAL ZINC STAR,12,2010-12-01 14:38:00,0.85,17643.0,United Kingdom
536556,22597,CHRISTMAS MUSICAL ZINC HEART ,12,2010-12-01 14:38:00,0.85,17643.0,United Kingdom
536557,21495,SKULLS AND CROSSBONES WRAP,25,2010-12-01 14:41:00,0.42,17841.0,United Kingdom
536557,46000R,POLYESTER FILLER PAD 45x30cm,2,2010-12-01 14:41:00,1.45,17841.0,United Kingdom
536557,46000S,POLYESTER FILLER PAD 40x40cm,1,2010-12-01 14:41:00,1.45,17841.0,United Kingdom
536557,84920,PINK FLOWER FABRIC PONY,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom
536557,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom
536557,84508A,CAMOUFLAGE DESIGN TEDDY,1,2010-12-01 14:41:00,2.55,17841.0,United Kingdom
536557,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2010-12-01 14:41:00,1.25,17841.0,United Kingdom
536557,22786,CUSHION COVER PINK UNION JACK,2,2010-12-01 14:41:00,5.95,17841.0,United Kingdom
536557,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-12-01 14:41:00,2.1,17841.0,United Kingdom
536557,22678,FRENCH BLUE METAL DOOR SIGN 3,3,2010-12-01 14:41:00,1.25,17841.0,United Kingdom
536557,22686,FRENCH BLUE METAL DOOR SIGN No,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom
536557,84685,BEACH HUT KEY CABINET,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom
536557,20616,CHERRY BLOSSOM PASSPORT COVER,2,2010-12-01 14:41:00,2.1,17841.0,United Kingdom
536557,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,9,2010-12-01 14:41:00,0.85,17841.0,United Kingdom
536557,79066K,RETRO MOD TRAY,1,2010-12-01 14:41:00,0.85,17841.0,United Kingdom
536557,22794,SWEETHEART WIRE MAGAZINE RACK,1,2010-12-01 14:41:00,7.95,17841.0,United Kingdom
536557,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom
536557,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,2010-12-01 14:41:00,16.95,17841.0,United Kingdom
536557,22795,SWEETHEART RECIPE BOOK STAND,2,2010-12-01 14:41:00,6.75,17841.0,United Kingdom
536557,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom
536558,22802,FAUX FUR CHOCOLATE THROW,5,2010-12-01 14:48:00,19.95,0.0,United Kingdom
536559,84884A,ANT WHITE WIRE HEART SPIRAL,10,2010-12-01 14:54:00,3.95,17873.0,United Kingdom
536559,51014C,"FEATHER PEN,COAL BLACK",24,2010-12-01 14:54:00,0.85,17873.0,United Kingdom
536559,51014L,"FEATHER PEN,LIGHT PINK",12,2010-12-01 14:54:00,0.85,17873.0,United Kingdom
536559,51014A,"FEATHER PEN,HOT PINK",12,2010-12-01 14:54:00,0.85,17873.0,United Kingdom
536559,22366,DOORMAT AIRMAIL ,10,2010-12-01 14:54:00,6.75,17873.0,United Kingdom
536560,48111,DOORMAT 3 SMILEY CATS,10,2010-12-01 15:00:00,6.75,13093.0,United Kingdom
536560,22846,BREAD BIN DINER STYLE RED ,4,2010-12-01 15:00:00,14.95,13093.0,United Kingdom
536560,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2010-12-01 15:00:00,1.25,13093.0,United Kingdom
536560,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2010-12-01 15:00:00,1.25,13093.0,United Kingdom
536560,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2010-12-01 15:00:00,1.25,13093.0,United Kingdom
536562,79302M,"ART LIGHTS,FUNK MONKEY",6,2010-12-01 15:08:00,2.95,13468.0,United Kingdom
536562,37446,MINI CAKE STAND WITH HANGING CAKES,8,2010-12-01 15:08:00,1.45,13468.0,United Kingdom
536562,84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,2010-12-01 15:08:00,3.75,13468.0,United Kingdom
536562,22313,OFFICE MUG WARMER PINK,6,2010-12-01 15:08:00,2.95,13468.0,United Kingdom
536562,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-01 15:08:00,2.1,13468.0,United Kingdom
536563,21818,GLITTER CHRISTMAS HEART ,36,2010-12-01 15:08:00,0.85,17760.0,United Kingdom
536566,21668,RED STRIPE CERAMIC DRAWER KNOB,6,2010-12-01 15:21:00,1.25,16928.0,United Kingdom
536569,21462,"NURSERY A,B,C PAINTED LETTERS",1,2010-12-01 15:35:00,6.75,16274.0,United Kingdom
536569,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2010-12-01 15:35:00,2.95,16274.0,United Kingdom
536569,84870C,GREEN GEISHA GIRL ,1,2010-12-01 15:35:00,3.75,16274.0,United Kingdom
536569,84870B,BLUE GEISHA GIRL ,1,2010-12-01 15:35:00,3.75,16274.0,United Kingdom
536569,22765,NEWSPAPER STAND,1,2010-12-01 15:35:00,14.95,16274.0,United Kingdom
536569,21351,CINAMMON & ORANGE WREATH,2,2010-12-01 15:35:00,6.75,16274.0,United Kingdom
536569,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,1,2010-12-01 15:35:00,2.55,16274.0,United Kingdom
536569,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,2,2010-12-01 15:35:00,2.55,16274.0,United Kingdom
536569,22638,SET OF 4 NAPKIN CHARMS CROWNS ,1,2010-12-01 15:35:00,2.55,16274.0,United Kingdom
536569,22576,SWALLOW WOODEN CHRISTMAS DECORATION,3,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,21817,GLITTER CHRISTMAS TREE,1,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,21813,GARLAND WITH STARS AND BELLS,1,2010-12-01 15:35:00,4.95,16274.0,United Kingdom
536569,21808,"CHRISTMAS GARLAND STARS,TREES",1,2010-12-01 15:35:00,3.75,16274.0,United Kingdom
536569,21014,SWISS CHALET TREE DECORATION ,2,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,21018,BIRD BOX CHRISTMAS TREE DECORATION,2,2010-12-01 15:35:00,0.85,16274.0,United Kingdom
536569,22946,WOODEN ADVENT CALENDAR CREAM,1,2010-12-01 15:35:00,16.95,16274.0,United Kingdom
536569,M,Manual,1,2010-12-01 15:35:00,1.25,16274.0,United Kingdom
536569,22660,DOORMAT I LOVE LONDON,1,2010-12-01 15:35:00,7.95,16274.0,United Kingdom
536569,21761,WOOD AND GLASS MEDICINE CABINET,1,2010-12-01 15:35:00,29.95,16274.0,United Kingdom
536570,21781,MA CAMPAGNE CUTLERY BOX,2,2010-12-01 15:35:00,14.95,14496.0,United Kingdom
536571,22696,WICKER WREATH LARGE,6,2010-12-01 15:37:00,1.95,14696.0,United Kingdom
536571,84360,TABLE LAMP WHITE SHADE WOOD BASE,2,2010-12-01 15:37:00,5.95,14696.0,United Kingdom
536571,35954,SMALL FOLKART STAR CHRISTMAS DEC,48,2010-12-01 15:37:00,0.42,14696.0,United Kingdom
536571,84760S,SMALL HANGING GLASS+ZINC LANTERN,12,2010-12-01 15:37:00,1.45,14696.0,United Kingdom
536571,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,4,2010-12-01 15:37:00,4.95,14696.0,United Kingdom
536571,35598B,BLACK CHRISTMAS TREE 60CM,24,2010-12-01 15:37:00,0.65,14696.0,United Kingdom
536572,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2010-12-01 15:40:00,0.85,16539.0,United Kingdom
536572,22855,FINE WICKER HEART ,12,2010-12-01 15:40:00,1.25,16539.0,United Kingdom
536575,21864,UNION JACK FLAG PASSPORT COVER ,72,2010-12-01 16:01:00,1.69,13777.0,United Kingdom
536575,15056P,EDWARDIAN PARASOL PINK,48,2010-12-01 16:01:00,4.6,13777.0,United Kingdom
536576,85174,S/4 CACTI CANDLES,16,2010-12-01 16:11:00,4.25,13777.0,United Kingdom
536576,82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,2010-12-01 16:11:00,2.55,13777.0,United Kingdom
536576,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,72,2010-12-01 16:11:00,1.69,13777.0,United Kingdom
536580,22965,3 TRADITIONAL COOKIE CUTTERS  SET,6,2010-12-01 16:17:00,2.1,17690.0,United Kingdom
536580,22972,CHILDRENS SPACEBOY MUG,12,2010-12-01 16:17:00,1.65,17690.0,United Kingdom
536582,21374,MIRRORED WALL ART SKULLS,4,2010-12-01 16:21:00,3.75,12947.0,United Kingdom
536582,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-12-01 16:21:00,0.42,12947.0,United Kingdom
536582,22025,RING OF ROSES BIRTHDAY CARD,12,2010-12-01 16:21:00,0.42,12947.0,United Kingdom
536586,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2010-12-01 16:25:00,3.75,18229.0,United Kingdom
536587,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2010-12-01 16:33:00,1.49,14142.0,United Kingdom
536587,22421,LIPSTICK PEN FUSCHIA,12,2010-12-01 16:33:00,0.42,14142.0,United Kingdom
536588,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-12-01 16:49:00,3.75,17069.0,United Kingdom
536590,21136,PAINTED METAL PEARS ASSORTED,8,2010-12-01 16:52:00,1.69,13065.0,United Kingdom
536590,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-12-01 16:52:00,3.25,13065.0,United Kingdom
536590,22030,SWALLOWS GREETING CARD,12,2010-12-01 16:52:00,0.42,13065.0,United Kingdom
536591,90214M,"LETTER ""M"" BLING KEY RING",1,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
536591,90214V,"LETTER ""V"" BLING KEY RING",1,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
536591,90214S,"LETTER ""S"" BLING KEY RING",1,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
536591,21789,KIDS RAIN MAC PINK,1,2010-12-01 16:57:00,0.85,14606.0,United Kingdom
536591,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,2010-12-01 16:57:00,7.95,14606.0,United Kingdom
536591,21850,BLUE  DIAMANTE PEN IN GIFT BOX,1,2010-12-01 16:57:00,4.95,14606.0,United Kingdom
536591,20978,36 PENCILS TUBE SKULLS,2,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
536591,20768,GREEN FERN JOURNAL ,1,2010-12-01 16:57:00,2.55,14606.0,United Kingdom
536591,20780,BLACK EAR MUFF HEADPHONES,1,2010-12-01 16:57:00,5.49,14606.0,United Kingdom
536591,21398,RED POLKADOT COFFEE  MUG,1,2010-12-01 16:57:00,2.1,14606.0,United Kingdom
536591,21643,ASSORTED TUTTI FRUTTI MIRROR,3,2010-12-01 16:57:00,1.25,14606.0,United Kingdom
536591,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,2010-12-01 16:57:00,3.75,14606.0,United Kingdom
536591,22260,FELT EGG COSY BLUE RABBIT ,5,2010-12-01 16:57:00,0.85,14606.0,United Kingdom
536591,22136,LOVE HEART SOCK HANGER,1,2010-12-01 16:57:00,1.65,14606.0,United Kingdom
536592,10135,COLOURING PENCILS BROWN TUBE,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,16168M,FUNKY MONKEY GIFT BAG MEDIUM,2,2010-12-01 17:06:00,0.85,0.0,United Kingdom
536592,17014A,ORIGAMI VANILLA INCENSE CONES,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,17084N,FAIRY DREAMS INCENSE ,2,2010-12-01 17:06:00,0.43,0.0,United Kingdom
536592,17084P,DRAGONS BLOOD INCENSE,1,2010-12-01 17:06:00,0.43,0.0,United Kingdom
536592,20617,FIRST CLASS PASSPORT COVER ,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,20619,TROPICAL PASSPORT COVER ,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,20653,CHERRY BLOSSOM LUGGAGE TAG,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,2010-12-01 17:06:00,6.77,0.0,United Kingdom
536592,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,2010-12-01 17:06:00,6.77,0.0,United Kingdom
536592,20696,FLORAL SOFT CAR TOY,1,2010-12-01 17:06:00,7.62,0.0,United Kingdom
536592,20699,MOUSEY LONG LEGS SOFT TOY,2,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,20700,GREEN CAT FLORAL CUSHION COVER ,1,2010-12-01 17:06:00,10.17,0.0,United Kingdom
536592,20718,RED RETROSPOT SHOPPER BAG,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,20752,BLUE POLKADOT WASHING UP GLOVES,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,20761,BLUE PAISLEY SKETCHBOOK,1,2010-12-01 17:06:00,7.62,0.0,United Kingdom
536592,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,20931,BLUE POT PLANT CANDLE ,2,2010-12-01 17:06:00,7.62,0.0,United Kingdom
536592,21002,ROSE DU SUD DRAWSTRING BAG,2,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,21015,DARK BIRD HOUSE TREE DECORATION,1,2010-12-01 17:06:00,1.28,0.0,United Kingdom
536592,21067,VINTAGE RED TEATIME MUG,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1,2010-12-01 17:06:00,13.57,0.0,United Kingdom
536592,21110,LARGE CAKE TOWEL PINK SPOTS,2,2010-12-01 17:06:00,13.57,0.0,United Kingdom
536592,21128,GOLD FISHING GNOME,1,2010-12-01 17:06:00,12.72,0.0,United Kingdom
536592,21164,HOME SWEET HOME METAL SIGN ,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,21208,PASTEL COLOUR HONEYCOMB FAN,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,21220,SET/4 BADGES DOGS,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21272,SALLE DE BAIN HOOK,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21279,VINTAGE KITCHEN PRINT FRUITS,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,21281,VINTAGE KITCHEN PRINT SEAFOOD,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,21288,STRIPEY CHOCOLATE NESTING BOXES,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,21356,TOAST ITS - FAIRY FLOWER,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21439,BASKET OF TOADSTOOLS,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21537,RED RETROSPOT PUDDING BOWL,2,2010-12-01 17:06:00,8.47,0.0,United Kingdom
536592,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,21594,Dr. Jam's Arouzer Stress Ball,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21656,RIDGED GLASS POSY VASE ,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,21671,RED SPOT CERAMIC DRAWER KNOB,2,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21684,SMALL MEDINA STAMPED METAL BOWL ,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21698,MOCK LOBSTER FRIDGE MAGNET,1,2010-12-01 17:06:00,1.66,0.0,United Kingdom
536592,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2010-12-01 17:06:00,8.47,0.0,United Kingdom
536592,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2010-12-01 17:06:00,8.47,0.0,United Kingdom
536592,21775,DECORATIVE FLORE BATHROOM BOTTLE,3,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,21820,GLITTER HEART GARLAND WITH BELLS ,1,2010-12-01 17:06:00,7.62,0.0,United Kingdom
536592,21830,ASSORTED CREEPY CRAWLIES,1,2010-12-01 17:06:00,0.85,0.0,United Kingdom
536592,21846,PINK DIAMANTE PEN IN GIFT BOX,4,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,21868,POTTING SHED TEA MUG,2,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,21875,KINGS CHOICE MUG,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,21896,POTTING SHED TWINE,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,21899,"KEY FOB , GARAGE DESIGN",1,2010-12-01 17:06:00,1.66,0.0,United Kingdom
536592,21906,PHARMACIE FIRST AID TIN,1,2010-12-01 17:06:00,13.57,0.0,United Kingdom
536592,21908,CHOCOLATE THIS WAY METAL SIGN,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,21974,SET OF 36 PAISLEY FLOWER DOILIES,5,2010-12-01 17:06:00,2.98,0.0,United Kingdom
536592,22078,RIBBON REEL LACE DESIGN ,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22084,PAPER CHAIN KIT EMPIRE,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,22091,EMPIRE TISSUE BOX,2,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22124,SET OF 2 TEA TOWELS PING MICROWAVE,2,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2010-12-01 17:06:00,11.02,0.0,United Kingdom
536592,22184,CAKE STAND VICTORIAN FILIGREE LARGE,1,2010-12-01 17:06:00,8.47,0.0,United Kingdom
536592,22208,WOOD STAMP SET THANK YOU,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,22246,MAGIC GARDEN FELT GARLAND ,2,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22283,6 EGG HOUSE PAINTED WOOD,1,2010-12-01 17:06:00,16.13,0.0,United Kingdom
536592,22304,COFFEE MUG BLUE PAISLEY DESIGN,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22308,TEA COSY BLUE STRIPE,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22317,FIVE CATS HANGING DECORATION,2,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,22324,BLUE POLKADOT KIDS BAG,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22325,MOBILE VINTAGE HEARTS ,1,2010-12-01 17:06:00,11.87,0.0,United Kingdom
536592,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,22342,HOME GARLAND PAINTED ZINC ,1,2010-12-01 17:06:00,3.36,0.0,United Kingdom
536592,22350,ILLUSTRATED CAT BOWL ,2,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22393,PAPERWEIGHT VINTAGE COLLAGE,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22405,MONEY BOX POCKET MONEY DESIGN,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22409,MONEY BOX BISCUITS DESIGN,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22420,LIPSTICK PEN BABY PINK,2,2010-12-01 17:06:00,0.85,0.0,United Kingdom
536592,22425,ENAMEL COLANDER CREAM,1,2010-12-01 17:06:00,10.17,0.0,United Kingdom
536592,22458,CAST IRON HOOK GARDEN FORK,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22459,CAST IRON HOOK GARDEN TROWEL,1,2010-12-01 17:06:00,5.06,0.0,United Kingdom
536592,22499,WOODEN UNION JACK BUNTING,1,2010-12-01 17:06:00,12.72,0.0,United Kingdom
536592,22503,CABIN BAG VINTAGE PAISLEY,1,2010-12-01 17:06:00,59.53,0.0,United Kingdom
536592,22536,MAGIC DRAWING SLATE PURDEY,1,2010-12-01 17:06:00,0.85,0.0,United Kingdom
536592,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,2010-12-01 17:06:00,1.66,0.0,United Kingdom
536592,22602,CHRISTMAS RETROSPOT HEART WOOD,1,2010-12-01 17:06:00,1.66,0.0,United Kingdom
536592,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2010-12-01 17:06:00,11.02,0.0,United Kingdom
536592,22668,PINK BABY BUNTING,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,22673,FRENCH GARDEN SIGN BLUE METAL,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22692,DOORMAT WELCOME TO OUR HOME,1,2010-12-01 17:06:00,7.95,0.0,United Kingdom
536592,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22747,POPPY'S PLAYHOUSE BATHROOM,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
536592,22788,BROCANTE COAT RACK,1,2010-12-01 17:06:00,20.38,0.0,United Kingdom
536592,22831,WHITE BROCANTE SOAP DISH,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-01 17:06:00,16.13,0.0,United Kingdom
536592,22863,SOAP DISH BROCANTE,1,2010-12-01 17:06:00,5.91,0.0,United Kingdom
536592,22870,NUMBER TILE COTTAGE GARDEN 2,1,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2010-12-01 17:06:00,20.38,0.0,United Kingdom
536592,22897,OVEN MITT APPLES DESIGN,1,2010-12-01 17:06:00,2.98,0.0,United Kingdom
536592,22898,CHILDRENS APRON APPLES DESIGN,2,2010-12-01 17:06:00,4.21,0.0,United Kingdom
536592,22944,CHRISTMAS METAL POSTCARD WITH BELLS,1,2010-12-01 17:06:00,16.13,0.0,United Kingdom
536592,22977,DOLLY GIRL CHILDRENS EGG CUP,1,2010-12-01 17:06:00,2.51,0.0,United Kingdom
